jobtitle,jobfield,scale_e,scale_i,scale_s,scale_n,scale_t,scale_f,scale_j,scale_p,psychotype,satisfied
Assistant Secretary,Administration,10,24,16,17,25,11,25,11,INTJ,1
Assistant Secretary,Administration,26,12,11,18,15,18,21,16,ENFJ,1
Assistant Secretary,Administration,8,26,30,7,31,3,27,8,ISTJ,1
Assistant Secretary,Administration,14,22,21,6,23,10,22,11,ISTJ,1
Assistant Secretary,Administration,24,15,20,13,24,10,28,4,ESTJ,1
Assistant Secretary,Administration,16,15,13,16,21,15,21,14,ENTJ,0
Assistant Secretary,Administration,24,11,16,16,17,16,16,21,ESTP,1
Assistant Secretary,Administration,12,25,18,13,18,18,15,22,ISTP,0
Assistant Secretary,Administration,27,11,25,7,29,5,33,1,ESTJ,0
Assistant Secretary,Administration,20,17,28,7,21,10,25,9,ESTJ,1
Assistant Secretary,Administration,24,11,19,14,26,6,28,9,ESTJ,0
Assistant Secretary,Administration,14,25,21,9,9,22,17,17,ISFJ,0
Assistant Secretary,Administration,28,13,20,10,10,25,29,7,ESFJ,1
Assistant Secretary,Administration,9,28,14,17,24,13,31,2,INTJ,1
Assistant Secretary,Administration,25,9,8,24,4,27,16,18,ENFP,0
Assistant Secretary,Administration,15,18,10,25,0,32,15,18,INFP,1
Assistant Secretary,Administration,22,14,31,6,13,19,20,15,ESFJ,1
Assistant Secretary,Administration,33,3,16,16,15,20,22,9,ESFJ,1
Assistant Secretary,Administration,22,14,19,15,17,18,22,11,ESFJ,0
Assistant Secretary,Administration,11,24,22,16,30,7,26,9,ISTJ,0
Assistant Secretary,Administration,27,11,7,22,18,15,18,21,ENTP,0
Assistant Secretary,Administration,24,14,28,9,23,8,26,9,ESTJ,1
Assistant Secretary,Administration,14,25,11,19,27,6,16,16,INTJ,1
Assistant Secretary,Administration,26,15,28,4,21,13,31,5,ESTJ,1
Assistant Secretary,Administration,23,13,26,11,29,3,18,20,ESTP,0
Assistant Secretary,Administration,14,21,23,14,16,20,29,8,ISFJ,1
Assistant Secretary,Administration,29,8,15,18,31,13,25,11,ENTJ,1
Assistant Secretary,Administration,31,7,7,29,26,10,10,25,ENTP,1
Assistant Secretary,Administration,6,30,14,19,24,6,25,10,INTJ,0
Assistant Secretary,Administration,18,24,27,8,25,10,27,6,ISTJ,1
Assistant Secretary,Administration,30,9,19,13,24,12,28,8,ESTJ,1
Assistant Secretary,Administration,21,14,21,11,10,21,12,23,ESFP,0
Assistant Secretary,Administration,29,9,16,17,18,15,20,16,ENTJ,1
Assistant Secretary,Administration,14,25,12,22,3,31,8,28,INFP,0
Assistant Secretary,Administration,18,19,30,1,21,12,28,7,ISTJ,1
Assistant Secretary,Administration,10,20,26,8,26,6,23,16,ISTJ,0
Assistant Secretary,Administration,9,27,12,18,18,14,19,20,INTP,0
Assistant Secretary,Administration,19,21,19,15,17,13,31,7,ISTJ,0
Assistant Secretary,Administration,14,24,29,7,14,18,27,8,ISFJ,0
Assistant Secretary,Administration,9,26,17,17,8,26,27,11,ISFJ,0
Assistant Secretary,Administration,19,14,23,12,11,21,16,23,ESFP,0
Assistant Secretary,Administration,24,13,15,17,23,6,10,25,ENTP,0
Assistant Secretary,Administration,27,8,18,9,23,10,30,4,ESTJ,0
Assistant Secretary,Administration,17,21,29,7,8,19,29,8,ISFJ,1
Assistant Secretary,Administration,24,16,19,13,21,9,16,16,ESTJ,1
Assistant Secretary,Administration,25,11,12,15,13,19,16,17,ENFP,1
Assistant Secretary,Administration,31,7,16,13,19,12,24,10,ESTJ,1
Assistant Secretary,Administration,26,12,19,13,25,8,28,3,ESTJ,0
Assistant Secretary,Administration,31,6,14,18,20,10,28,5,ENTJ,1
Assistant Secretary,Administration,25,11,27,7,29,6,27,9,ESTJ,0
Assistant Secretary,Administration,31,7,18,13,27,9,23,15,ESTJ,1
Assistant Secretary,Administration,24,14,10,20,18,17,16,22,ENTP,0
Assistant Secretary,Administration,21,15,13,18,25,14,22,13,ENTJ,1
Assistant Secretary,Administration,16,18,12,15,14,20,19,17,INFJ,1
Assistant Secretary,Administration,12,22,27,10,18,17,19,17,ISTJ,0
Assistant Secretary,Administration,23,12,14,15,20,17,24,9,ENTJ,1
Assistant Secretary,Administration,7,29,27,6,24,12,30,5,ISTJ,1
Assistant Secretary,Administration,26,10,22,12,13,22,29,4,ESFJ,1
Assistant Secretary,Administration,25,13,15,19,22,12,23,16,ENTJ,0
Assistant Secretary,Administration,14,20,21,13,17,21,19,12,ISFJ,0
Assistant Secretary,Administration,20,16,26,6,18,15,26,7,ESTJ,1
Assistant Secretary,Administration,22,16,18,17,27,6,23,14,ESTJ,0
Assistant Secretary,Administration,31,7,19,14,31,12,26,8,ESTJ,0
Assistant Secretary,Administration,19,21,15,15,23,14,23,9,ISTJ,0
Assistant Secretary,Administration,33,5,14,15,5,28,13,26,ENFP,1
Assistant Secretary,Administration,16,24,23,6,28,9,24,9,ISTJ,0
Assistant Secretary,Administration,20,17,18,14,15,21,20,17,ESFJ,0
Assistant Secretary,Administration,23,12,13,21,26,7,6,29,ENTP,0
Assistant Secretary,Administration,16,19,18,12,22,11,15,15,ISTJ,1
Assistant Secretary,Administration,31,8,6,25,22,13,10,24,ENTP,0
Assistant Secretary,Administration,24,16,17,12,20,19,29,8,ESTJ,0
Assistant Secretary,Administration,33,4,23,10,29,6,24,9,ESTJ,1
Assistant Secretary,Administration,14,21,13,20,29,6,28,7,INTJ,0
Assistant Secretary,Administration,29,6,18,14,18,17,7,26,ESTP,0
Assistant Secretary,Administration,20,12,11,24,30,6,17,17,ENTJ,0
Assistant Secretary,Administration,11,25,19,7,17,18,23,12,ISFJ,1
Assistant Secretary,Administration,6,29,26,9,28,4,28,6,ISTJ,0
Assistant Secretary,Administration,28,8,19,11,24,11,21,15,ESTJ,1
Assistant Secretary,Administration,31,5,22,11,32,5,25,10,ESTJ,1
Assistant Secretary,Administration,16,17,11,18,16,13,8,27,INTP,0
Assistant Secretary,Administration,29,7,22,9,15,19,14,21,ESFP,0
Assistant Secretary,Administration,25,11,11,18,17,22,11,22,ENFP,0
Assistant Secretary,Administration,33,5,15,15,2,30,8,28,ESFP,1
Assistant Secretary,Administration,19,18,10,25,21,9,25,13,ENTJ,0
Assistant Secretary,Administration,17,20,23,11,18,17,26,9,ISTJ,1
Assistant Secretary,Administration,17,22,16,16,20,16,17,15,ISTJ,0
Assistant Secretary,Administration,33,3,8,19,20,13,7,29,ENTP,0
Assistant Secretary,Administration,21,14,20,13,22,9,14,24,ESTP,0
Assistant Secretary,Administration,18,16,19,17,27,12,22,16,ESTJ,0
Assistant Secretary,Administration,20,17,32,8,27,12,22,14,ESTJ,1
Assistant Secretary,Administration,27,12,12,24,20,12,5,28,ENTP,1
Assistant Secretary,Administration,26,11,21,17,15,14,9,24,ESTP,1
Assistant Secretary,Administration,23,14,13,19,6,22,24,11,ENFJ,1
Assistant Secretary,Administration,12,23,22,10,17,14,25,6,ISTJ,1
Assistant Secretary,Administration,23,15,19,13,22,12,24,11,ESTJ,0
Assistant Secretary,Administration,23,12,8,25,9,27,12,22,ENFP,0
Assistant Secretary,Administration,30,10,23,6,14,13,26,9,ESTJ,1
Assistant Secretary,Administration,12,23,21,16,14,23,33,2,ISFJ,1
Assistant Secretary,Administration,28,9,20,10,19,10,31,5,ESTJ,1
Assistant Secretary,Administration,22,14,17,15,21,15,24,10,ESTJ,1
Assistant Secretary,Administration,14,19,17,15,21,16,18,15,ISTJ,1
Assistant Secretary,Administration,26,12,23,10,27,10,27,8,ESTJ,1
Assistant Secretary,Administration,23,19,19,8,10,21,24,14,ESFJ,1
Assistant Secretary,Administration,30,7,21,8,13,23,26,13,ESFJ,1
Assistant Secretary,Administration,23,15,18,12,19,14,21,15,ESTJ,1
Assistant Secretary,Administration,29,9,25,5,11,20,28,5,ESFJ,1
Assistant Secretary,Administration,30,8,25,5,19,15,11,26,ESTP,1
Assistant Secretary,Administration,21,15,25,8,22,17,27,8,ESTJ,1
Assistant Secretary,Administration,30,7,11,19,26,6,22,15,ENTJ,1
Assistant Secretary,Administration,31,8,9,28,20,17,11,23,ENTP,1
Assistant Secretary,Administration,28,11,10,26,13,22,4,31,ENFP,1
Assistant Secretary,Administration,17,19,21,8,16,18,20,17,ISFJ,1
Assistant Secretary,Administration,9,26,24,12,17,19,16,18,ISFP,1
Assistant Secretary,Administration,29,10,19,10,23,10,12,22,ESTP,0
Assistant Secretary,Administration,21,18,23,6,22,18,30,6,ESTJ,1
Assistant Secretary,Administration,25,15,22,10,14,18,18,20,ESFP,0
Assistant Secretary,Administration,24,11,14,21,20,14,20,19,ENTJ,0
Marketing Research Specialist,Advertising and marketing,11,24,11,22,7,22,12,24,INFP,0
Marketing Research Specialist,Advertising and marketing,23,10,17,14,22,13,9,26,ESTP,1
Marketing Research Specialist,Specialists,31,5,16,17,17,14,26,10,ENTJ,1
Marketing Research Specialist,Finance,16,25,28,6,32,3,32,2,ISTJ,1
Marketing Research Specialist,Advertising and marketing,24,10,23,13,13,16,28,12,ESFJ,1
Marketing Research Specialist,Finance,26,10,16,17,26,8,25,11,ENTJ,1
Marketing Research Specialist,Specialists,27,9,14,14,20,16,14,17,ESTP,1
Marketing Research Specialist,Advertising and marketing,17,15,14,16,7,28,19,15,ENFJ,1
Marketing Research Specialist,Advertising and marketing,9,23,20,14,12,19,16,17,ISFP,0
Marketing Research Specialist,Advertising and marketing,26,9,21,9,24,8,27,6,ESTJ,1
Marketing Research Specialist,Advertising and marketing,18,18,21,11,25,13,21,16,ESTJ,1
Marketing Research Specialist,Advertising and marketing,27,12,14,16,29,12,29,8,ENTJ,1
Marketing Research Specialist,Advertising and marketing,19,17,22,14,29,5,29,7,ESTJ,1
Marketing Research Specialist,Advertising and marketing,27,12,14,15,20,7,25,9,ENTJ,1
Marketing Research Specialist,Advertising and marketing,26,15,26,6,20,19,12,25,ESTP,1
Marketing Research Specialist,Advertising and marketing,24,13,21,11,17,19,27,7,ESFJ,1
Marketing Research Specialist,Finance,16,21,18,16,25,4,19,15,ISTJ,0
Marketing Research Specialist,Finance,22,12,14,18,25,7,8,29,ENTP,1
Marketing Research Specialist,Specialists,18,18,12,22,9,25,11,25,ENFP,0
Marketing Research Specialist,Specialists,16,21,22,11,16,15,19,16,ISTJ,1
Marketing Research Specialist,Advertising and marketing,16,18,15,21,17,13,17,23,INTP,0
Marketing Research Specialist,Advertising and marketing,25,11,26,10,17,19,27,7,ESFJ,1
Marketing Research Specialist,Finance,14,20,26,11,33,2,24,13,ISTJ,1
Marketing Research Specialist,Advertising and marketing,30,7,15,20,25,8,19,14,ENTJ,1
Marketing Research Specialist,Advertising and marketing,21,15,17,14,19,13,13,23,ESTP,1
Marketing Research Specialist,Advertising and marketing,28,10,10,26,14,17,10,29,ENFP,1
Marketing Research Specialist,Specialists,8,29,8,24,18,11,7,31,INTP,1
Marketing Research Specialist,Advertising and marketing,24,12,19,14,22,14,29,3,ESTJ,1
Marketing Research Specialist,Advertising and marketing,22,15,17,15,25,9,21,13,ESTJ,1
Marketing Research Specialist,Specialists,21,16,18,16,24,12,19,18,ESTJ,1
Marketing Research Specialist,Advertising and marketing,9,25,11,23,22,19,8,22,INTP,0
Marketing Research Specialist,Advertising and marketing,21,13,24,13,17,16,21,15,ESTJ,1
Marketing Research Specialist,Advertising and marketing,23,16,22,11,22,13,26,13,ESTJ,1
Marketing Research Specialist,Advertising and marketing,20,16,13,17,16,14,15,20,ENTP,1
Marketing Research Specialist,Advertising and marketing,22,11,22,9,31,4,31,3,ESTJ,1
Marketing Research Specialist,Advertising and marketing,7,30,18,17,16,11,24,11,ISTJ,0
Marketing Research Specialist,Advertising and marketing,30,7,13,17,25,11,21,13,ENTJ,1
Marketing Research Specialist,Advertising and marketing,26,11,9,24,22,13,21,15,ENTJ,1
Marketing Research Specialist,Finance,20,12,16,17,26,10,4,33,ENTP,0
Marketing Research Specialist,Advertising and marketing,19,16,27,8,18,11,28,8,ESTJ,0
Marketing Research Specialist,Advertising and marketing,29,10,26,12,29,8,26,10,ESTJ,1
Marketing Research Specialist,Advertising and marketing,26,10,23,13,16,15,28,12,ESTJ,1
Marketing Research Specialist,Advertising and marketing,17,18,19,14,13,19,23,16,ISFJ,0
Marketing Research Specialist,Finance,25,10,29,7,31,7,28,8,ESTJ,0
Marketing Research Specialist,Advertising and marketing,26,11,21,15,30,5,24,6,ESTJ,1
Marketing Research Specialist,Finance,11,25,5,28,20,12,22,12,INTJ,0
Marketing Research Specialist,Finance,13,20,14,26,25,13,26,14,INTJ,0
Marketing Research Specialist,Finance,24,9,12,24,25,9,3,35,ENTP,1
Marketing Research Specialist,Specialists,15,24,14,14,6,25,23,16,ISFJ,0
Marketing Research Specialist,Finance,17,19,17,17,13,16,14,21,ISFP,0
Marketing Research Specialist,Advertising and marketing,17,21,20,16,18,8,21,18,ISTJ,1
Marketing Research Specialist,Finance,22,14,16,14,16,12,26,11,ESTJ,1
Marketing Research Specialist,Specialists,22,18,27,9,25,9,29,5,ESTJ,1
Marketing Research Specialist,Advertising and marketing,31,7,22,10,16,17,19,16,ESFJ,1
Marketing Research Specialist,Advertising and marketing,22,16,19,14,22,17,17,17,ESTJ,0
Marketing Research Specialist,Advertising and marketing,26,13,14,16,17,15,15,18,ENTP,1
Marketing Research Specialist,Advertising and marketing,27,8,19,16,16,18,15,23,ESFP,1
Marketing Research Specialist,Advertising and marketing,20,16,9,24,29,3,8,27,ENTP,1
Marketing Research Specialist,Advertising and marketing,26,11,10,18,25,12,21,11,ENTJ,1
Marketing Research Specialist,Advertising and marketing,23,14,21,10,25,9,27,12,ESTJ,1
Marketing Research Specialist,Specialists,15,23,18,18,29,8,25,8,ISTJ,1
Marketing Research Specialist,Advertising and marketing,25,9,10,23,9,19,11,24,ENFP,1
Marketing Research Specialist,Advertising and marketing,15,22,23,11,22,8,26,8,ISTJ,1
Marketing Research Specialist,Advertising and marketing,20,20,24,12,20,15,17,18,ESTP,0
Marketing Research Specialist,Advertising and marketing,16,22,30,5,29,3,18,19,ISTP,1
Marketing Research Specialist,Specialists,21,16,24,10,23,14,21,15,ESTJ,1
Marketing Research Specialist,Advertising and marketing,11,28,14,18,29,5,19,17,INTJ,1
Marketing Research Specialist,Advertising and marketing,23,9,23,9,26,8,19,20,ESTP,1
Marketing Research Specialist,Finance,20,19,10,21,14,22,27,8,ENFJ,0
Marketing Research Specialist,Advertising and marketing,20,12,13,23,28,10,16,19,ENTP,1
Marketing Research Specialist,Finance,16,20,22,10,30,5,25,9,ISTJ,0
Marketing Research Specialist,Specialists,23,14,12,11,20,16,31,5,ESTJ,0
Marketing Research Specialist,Advertising and marketing,22,16,9,22,19,14,25,7,ENTJ,1
Marketing Research Specialist,Advertising and marketing,23,16,29,6,26,7,27,8,ESTJ,1
Marketing Research Specialist,Advertising and marketing,27,13,19,11,14,20,15,18,ESFP,0
Marketing Research Specialist,Specialists,15,25,29,3,22,11,28,7,ISTJ,1
Marketing Research Specialist,Advertising and marketing,23,16,24,8,24,16,24,11,ESTJ,1
Marketing Research Specialist,Advertising and marketing,13,21,17,13,29,5,16,19,ISTP,0
Marketing Research Specialist,Advertising and marketing,24,12,26,7,14,18,18,17,ESFJ,1
Marketing Research Specialist,Finance,26,12,23,7,23,13,28,6,ESTJ,1
Marketing Research Specialist,Advertising and marketing,18,18,25,8,25,9,29,7,ESTJ,1
Marketing Research Specialist,Specialists,31,8,19,11,29,7,27,6,ESTJ,1
Marketing Research Specialist,Advertising and marketing,14,23,24,10,23,11,24,7,ISTJ,1
Marketing Research Specialist,Specialists,24,13,19,17,22,11,27,11,ESTJ,1
Marketing Research Specialist,Finance,15,19,12,25,26,8,16,21,INTP,1
Marketing Research Specialist,Advertising and marketing,27,12,3,27,6,24,13,17,ENFP,1
Marketing Research Specialist,Advertising and marketing,28,7,10,25,16,22,8,27,ENFP,0
Marketing Research Specialist,Advertising and marketing,25,9,9,20,26,7,9,26,ENTP,1
Marketing Research Specialist,Advertising and marketing,14,22,11,25,9,28,3,31,INFP,0
Marketing Research Specialist,Advertising and marketing,12,21,18,10,28,7,19,19,ISTJ,1
Marketing Research Specialist,Advertising and marketing,25,10,26,10,17,19,26,7,ESFJ,1
Marketing Research Specialist,Advertising and marketing,29,7,17,15,17,12,29,9,ESTJ,1
Marketing Research Specialist,Advertising and marketing,28,11,16,16,11,23,27,11,ESFJ,1
Marketing Research Specialist,Advertising and marketing,25,9,17,26,20,17,24,12,ENTJ,1
Marketing Research Specialist,Specialists,25,17,19,11,22,15,26,7,ESTJ,0
Marketing Research Specialist,Advertising and marketing,29,6,18,11,23,7,17,17,ESTJ,1
Marketing Research Specialist,Advertising and marketing,27,12,11,18,3,33,17,19,ENFP,1
Marketing Research Specialist,Advertising and marketing,20,19,15,18,16,15,13,23,ENTP,1
Marketing Research Specialist,Finance,10,26,10,24,31,2,19,14,INTJ,0
Marketing Research Specialist,Advertising and marketing,18,16,17,18,17,16,13,23,ENTP,1
Marketing Research Specialist,Specialists,23,15,15,12,10,23,30,8,ESFJ,1
Marketing Research Specialist,Finance,9,21,8,25,16,14,8,24,INTP,0
Marketing Research Specialist,Finance,24,16,26,6,19,11,28,7,ESTJ,1
Marketing Research Specialist,Advertising and marketing,2,33,31,1,35,1,35,1,ISTJ,0
Marketing Research Specialist,Advertising and marketing,26,11,9,25,21,15,14,20,ENTP,0
Marketing Research Specialist,Advertising and marketing,8,25,10,19,15,16,9,25,INFP,1
Marketing Research Specialist,Advertising and marketing,25,11,27,10,17,19,26,7,ESFJ,1
Marketing Research Specialist,Specialists,20,18,12,26,9,25,6,26,ENFP,1
Marketing Research Specialist,Advertising and marketing,28,10,18,16,28,8,24,11,ESTJ,1
Marketing Research Specialist,Advertising and marketing,29,4,15,13,22,14,18,16,ESTJ,1
Marketing Research Specialist,Specialists,18,15,28,7,25,14,31,8,ESTJ,0
Marketing Research Specialist,Finance,28,13,16,16,17,19,16,20,ESFP,1
Marketing Research Specialist,Specialists,23,15,22,14,26,10,34,1,ESTJ,1
Marketing Research Specialist,Advertising and marketing,7,31,12,22,31,2,27,11,INTJ,0
Marketing Research Specialist,Specialists,20,17,17,13,7,24,26,11,ESFJ,0
Marketing Research Specialist,Advertising and marketing,14,25,16,17,28,8,14,16,INTP,0
Marketing Research Specialist,Advertising and marketing,25,9,16,13,30,5,12,25,ESTP,0
Marketing Research Specialist,Advertising and marketing,31,4,9,16,28,9,6,31,ENTP,1
Marketing Research Specialist,Finance,15,24,10,18,8,22,29,7,INFJ,0
Marketing Research Specialist,Finance,16,19,13,22,18,14,20,14,INTJ,0
Marketing Research Specialist,Advertising and marketing,23,15,17,15,22,10,26,11,ESTJ,0
Marketing Research Specialist,Advertising and marketing,18,16,13,18,27,9,18,18,ENTJ,1
Marketing Research Specialist,Advertising and marketing,25,13,14,14,23,12,28,9,ESTJ,0
Marketing Research Specialist,Advertising and marketing,29,10,14,19,22,10,29,5,ENTJ,1
Marketing Research Specialist,Finance,28,8,15,19,14,21,16,20,ENFP,1
Marketing Research Specialist,Advertising and marketing,29,12,11,20,15,21,20,12,ENFJ,1
Marketing Research Specialist,Advertising and marketing,24,10,13,21,14,19,25,12,ENFJ,1
Marketing Research Specialist,Specialists,26,12,18,13,17,15,19,18,ESTJ,1
Marketing Research Specialist,Specialists,12,21,29,9,18,20,5,30,ISFP,1
Marketing Research Specialist,Specialists,26,7,20,15,1,29,32,5,ESFJ,1
Marketing Research Specialist,Advertising and marketing,21,13,18,16,15,22,19,19,ESFJ,1
Marketing Research Specialist,Specialists,27,11,12,17,23,13,22,13,ENTJ,0
Marketing Research Specialist,Advertising and marketing,25,14,12,11,10,25,26,12,ESFJ,1
Marketing Research Specialist,Advertising and marketing,32,5,18,15,24,8,16,19,ESTP,1
Marketing Research Specialist,Advertising and marketing,14,23,21,8,30,4,25,11,ISTJ,1
Marketing Research Specialist,Advertising and marketing,24,8,27,10,24,11,25,11,ESTJ,0
Marketing Research Specialist,Advertising and marketing,24,14,19,16,22,9,21,14,ESTJ,1
Marketing Research Specialist,Advertising and marketing,26,13,18,15,25,12,27,7,ESTJ,0
Marketing Research Specialist,Advertising and marketing,18,19,13,19,11,26,17,18,INFP,1
Student,Students,25,11,20,9,21,14,25,10,ESTJ,1
Student,Students,28,8,11,24,21,13,21,13,ENTJ,1
Student,Students,23,15,14,15,26,7,14,21,ENTP,1
Student,Students,11,28,19,13,15,16,18,18,ISFJ,0
Student,Students,23,9,18,17,7,26,19,17,ESFJ,0
Student,Students,27,7,13,20,25,10,20,13,ENTJ,1
Student,Students,14,21,26,6,25,14,27,11,ISTJ,0
Student,Students,27,10,18,14,12,18,17,19,ESFP,1
Student,Students,12,23,13,16,15,19,21,11,INFJ,0
Student,Students,24,9,14,17,25,9,9,24,ENTP,1
Student,Students,28,6,22,14,14,19,16,21,ESFP,1
Student,Students,11,23,21,17,17,15,16,21,ISTP,0
Student,Students,17,20,21,14,22,15,30,3,ISTJ,0
Student,Students,10,24,18,17,17,12,19,16,ISTJ,0
Student,Students,10,27,15,20,15,19,19,15,INFJ,1
Student,Students,24,14,28,5,19,14,25,11,ESTJ,1
Student,Students,28,10,7,21,21,14,30,4,ENTJ,1
Student,Students,22,15,19,16,31,4,22,11,ESTJ,1
Student,Students,19,18,11,20,25,19,7,23,ENTP,0
Student,Students,7,27,6,27,19,13,14,23,INTP,0
Student,Students,28,8,12,16,28,3,21,14,ENTJ,1
Student,Students,21,16,20,9,22,6,19,17,ESTJ,0
Student,Students,27,11,11,24,17,21,11,23,ENFP,0
Student,Students,18,15,9,18,11,21,8,31,ENFP,1
Student,Students,15,16,8,27,11,23,9,27,INFP,1
Student,Students,24,8,8,22,10,19,6,31,ENFP,1
Student,Students,5,30,27,7,33,1,19,15,ISTJ,0
Student,Students,14,25,21,11,19,15,10,23,ISTP,1
Student,Students,28,7,17,15,20,14,18,18,ESTJ,1
Student,Students,14,20,27,7,18,14,27,10,ISTJ,0
Student,Students,7,26,16,13,21,13,12,23,ISTP,0
Student,Students,8,29,19,15,13,22,27,7,ISFJ,1
Student,Students,20,14,16,15,24,11,19,18,ESTJ,1
Student,Students,15,16,7,24,18,19,9,26,INFP,1
Student,Students,13,21,21,10,32,5,19,15,ISTJ,1
Student,Students,25,17,27,2,16,13,27,11,ESTJ,0
Student,Students,24,14,26,6,32,11,23,14,ESTJ,1
Student,Students,16,20,13,17,12,23,19,18,INFJ,0
Student,Students,25,9,11,19,11,25,13,20,ENFP,1
Student,Students,14,22,4,31,0,32,17,17,INFJ,1
Student,Students,13,21,16,11,10,20,28,11,ISFJ,0
Student,Students,17,18,20,11,16,16,21,12,ISTJ,0
Student,Students,29,7,15,24,29,5,6,27,ENTP,1
Student,Students,18,22,19,8,27,7,26,4,ISTJ,1
Student,Students,32,2,11,18,18,16,18,22,ENTP,1
Student,Students,25,10,5,26,14,21,8,27,ENFP,1
Student,Students,20,16,10,18,9,22,9,26,ENFP,1
Student,Students,16,25,15,16,25,9,23,16,INTJ,1
Student,Students,22,12,17,15,21,12,18,14,ESTJ,0
Student,Students,17,18,13,16,18,16,16,18,INTP,1
Student,Students,10,23,19,11,18,17,15,23,ISTP,0
Student,Students,31,7,28,4,24,11,24,15,ESTJ,1
Student,Students,21,17,9,20,14,19,21,12,ENFJ,1
Student,Students,27,8,20,15,25,11,17,20,ESTP,0
Student,Students,2,33,11,24,12,21,21,18,INFJ,1
Student,Students,10,28,11,19,6,29,12,22,INFP,0
Student,Students,30,7,18,12,10,23,27,9,ESFJ,0
Student,Students,33,5,29,8,19,15,27,7,ESTJ,1
Student,Students,17,19,19,17,33,7,23,14,ISTJ,0
Student,Students,5,28,4,25,24,12,10,26,INTP,0
Student,Students,26,11,15,17,22,11,15,18,ENTP,1
Student,Students,27,8,12,19,32,6,17,19,ENTP,0
Student,Students,21,13,16,19,14,18,13,24,ENFP,0
Student,Students,19,13,15,14,21,15,25,13,ESTJ,0
Student,Students,21,20,11,27,20,12,1,33,ENTP,0
Student,Students,24,12,15,14,14,19,18,16,ESFJ,1
Student,Students,12,22,20,13,27,9,28,7,ISTJ,0
Student,Students,11,24,4,27,15,13,10,25,INTP,1
Student,Students,21,18,10,15,28,6,12,22,ENTP,1
Student,Students,15,20,24,10,23,13,26,12,ISTJ,0
Student,Students,26,7,12,24,21,9,24,12,ENTJ,1
Student,Students,26,13,25,13,31,5,16,21,ESTP,1
Student,Students,11,25,23,4,28,5,27,8,ISTJ,0
Student,Students,29,9,13,17,14,14,9,27,ENTP,1
Student,Students,19,16,16,13,20,19,22,12,ESTJ,0
Student,Students,11,21,22,13,4,27,16,19,ISFP,0
Student,Students,17,18,20,15,28,12,29,7,ISTJ,0
Student,Students,20,18,6,27,20,15,3,31,ENTP,0
Student,Students,10,22,18,14,16,19,23,9,ISFJ,1
Student,Students,25,14,23,13,26,6,23,13,ESTJ,1
Student,Students,25,13,30,7,13,20,29,6,ESFJ,0
Student,Students,17,21,7,27,5,26,27,11,INFJ,0
Student,Students,27,5,13,16,25,10,24,11,ENTJ,1
Student,Students,13,23,17,14,28,4,19,17,ISTJ,1
Student,Students,21,20,22,8,7,28,24,9,ESFJ,1
Student,Students,7,27,5,27,23,10,12,25,INTP,0
Student,Students,18,19,22,13,21,15,7,28,ISTP,0
Student,Students,15,21,28,4,28,6,23,13,ISTJ,0
Student,Students,23,12,13,23,20,17,21,15,ENTJ,1
Student,Students,20,16,24,7,29,4,21,13,ESTJ,1
Student,Students,11,27,11,20,27,8,15,23,INTP,1
Student,Students,20,16,9,25,16,14,8,29,ENTP,0
Student,Students,18,18,19,10,7,23,20,14,ESFJ,1
Student,Students,23,15,28,5,29,12,28,10,ESTJ,1
Student,Students,13,25,19,22,22,13,18,22,INTP,0
Student,Students,3,30,3,32,10,20,25,9,INFJ,1
Student,Students,23,15,14,15,15,22,18,19,ENFP,0
Student,Students,13,22,6,23,14,20,23,9,INFJ,0
Student,Students,24,12,7,25,5,26,4,32,ENFP,0
Student,Students,17,12,16,12,11,21,29,7,ESFJ,1
Student,Students,17,17,10,26,24,14,12,25,ENTP,0
Student,Students,13,22,13,17,27,9,17,18,INTP,1
Student,Students,20,14,11,17,18,15,23,15,ENTJ,1
Student,Students,7,28,20,13,27,10,14,22,ISTP,0
Student,Students,25,10,20,17,21,12,15,22,ESTP,0
Student,Students,16,18,16,16,20,16,8,28,ISTP,0
Student,Students,21,14,10,23,7,29,19,14,ENFJ,0
Student,Students,14,22,8,22,19,17,8,31,INTP,1
Student,Students,22,15,25,15,24,12,22,13,ESTJ,0
Student,Students,20,16,18,17,23,10,14,24,ESTP,0
Student,Students,18,16,12,21,30,7,28,8,ENTJ,0
Student,Students,13,21,16,12,25,14,18,17,ISTJ,0
Student,Students,8,25,17,13,18,10,6,29,ISTP,1
Student,Students,17,21,18,9,22,10,23,14,ISTJ,1
Student,Students,28,5,9,23,13,20,15,23,ENFP,1
Student,Students,21,20,19,15,5,25,20,11,ESFJ,1
Student,Students,21,14,12,18,10,26,15,22,ENFP,0
Student,Students,10,23,23,8,25,8,29,3,ISTJ,1
Student,Students,21,13,14,17,16,17,21,12,ENFJ,0
Student,Students,12,24,9,24,22,9,19,11,INTJ,0
Student,Students,20,14,17,17,21,13,24,10,ESTJ,0
Student,Students,16,24,22,13,19,15,21,14,ISTJ,1
Student,Students,27,12,7,22,18,17,25,13,ENTJ,0
Student,Students,9,27,14,17,21,11,19,15,INTJ,0
Student,Students,15,23,20,15,30,5,30,6,ISTJ,1
Student,Students,10,25,22,16,19,11,23,12,ISTJ,0
Student,Students,19,16,8,24,7,27,15,20,ENFP,0
Student,Students,26,8,14,19,28,9,21,13,ENTJ,1
Student,Students,19,16,13,17,6,25,16,19,ENFP,1
